relation	column	type	references	description	version
sql_parts	feature_name	character_data		Descriptive name of the part	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_parts	is_supported	character_data		YES if the part is fully supported by the current version of PostgreSQL, NO if not	8.2,8.3,8.4
sql_parts	is_supported	yes_or_no		YES if the part is fully supported by the current version of PostgreSQL, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_parts	is_verified_by	character_data		Always null, since the PostgreSQL development group does not perform formal testing of feature conformance	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_sizing	comments	character_data		Possibly a comment pertaining to the sizing item	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_sizing	sizing_id	cardinal_number		Identifier of the sizing item	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_sizing	sizing_name	character_data		Descriptive name of the sizing item	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_sizing	supported_value	cardinal_number		Value of the sizing item, or 0 if the size is unlimited or cannot be determined, or null if the features for which the sizing item is applicable are not supported	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
sql_sizing-profiles	comments	character_data		Possibly a comment pertaining to the sizing item within the profile	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_sizing-profiles	profile_id	character_data		Identifier string of a profile	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_sizing-profiles	required_value	cardinal_number		The value required by the SQL profile for the sizing item, or 0 if the profile places no limit on the sizing item, or null if the profile does not require any of the features for which the sizing item is applicable	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_sizing-profiles	sizing_id	cardinal_number		Identifier of the sizing item	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
sql_sizing-profiles	sizing_name	character_data		Descriptive name of the sizing item	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12
table_constraints	constraint_catalog	sql_identifier		Name of the database that contains the constraint (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_constraints	constraint_name	sql_identifier		Name of the constraint	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_constraints	constraint_schema	sql_identifier		Name of the schema that contains the constraint	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_constraints	constraint_type	character_data		Type of the constraint: CHECK, FOREIGN KEY, PRIMARY KEY, or UNIQUE	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_constraints	enforced	yes_or_no		Applies to a feature not available in PostgreSQL (currently always YES)	11,12,13
table_constraints	initially_deferred	character_data		YES if the constraint is deferrable and initially deferred, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
table_constraints	initially_deferred	yes_or_no		YES if the constraint is deferrable and initially deferred, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_constraints	is_deferrable	character_data		YES if the constraint is deferrable, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
table_constraints	is_deferrable	yes_or_no		YES if the constraint is deferrable, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_constraints	table_catalog	sql_identifier		Name of the database that contains the table (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_constraints	table_name	sql_identifier		Name of the table	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_constraints	table_schema	sql_identifier		Name of the schema that contains the table	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_privileges	grantee	sql_identifier		Name of the role that the privilege was granted to	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_privileges	grantee	sql_identifier		Name of the user or group that the privilege was granted to	7.4,8.0,8.1
table_privileges	grantor	sql_identifier		Name of the role that granted the privilege	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_privileges	grantor	sql_identifier		Name of the user that granted the privilege	7.4,8.0,8.1
table_privileges	is_grantable	character_data		YES if the privilege is grantable, NO if not	7.4,8.0,8.1,8.2,8.3,8.4
table_privileges	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_privileges	privilege_type	character_data		Type of the privilege: SELECT, DELETE, INSERT, UPDATE, REFERENCES, or TRIGGER	8.2,8.3
table_privileges	privilege_type	character_data		Type of the privilege: SELECT, DELETE, INSERT, UPDATE, REFERENCES, RULE, or TRIGGER	7.4,8.0,8.1
table_privileges	privilege_type	character_data		Type of the privilege: SELECT, INSERT, UPDATE, DELETE, TRUNCATE, REFERENCES, or TRIGGER	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_privileges	table_catalog	sql_identifier		Name of the database that contains the table (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_privileges	table_name	sql_identifier		Name of the table	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_privileges	table_schema	sql_identifier		Name of the schema that contains the table	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
table_privileges	with_hierarchy	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
table_privileges	with_hierarchy	yes_or_no		Applies to a feature not available in PostgreSQL	9.0,9.1
table_privileges	with_hierarchy	yes_or_no		In the SQL standard, WITH HIERARCHY OPTION is a separate (sub-)privilege allowing certain operations on table inheritance hierarchies. In PostgreSQL, this is included in the SELECT privilege, so this column shows YES if the privilege is SELECT, else NO	9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	commit_action	character_data		If the table is a temporary table, then PRESERVE, else null. (The SQL standard defines other commit actions for temporary tables, which are not supported by PostgreSQL.)	8.2,8.3,8.4,9.0,9.1
tables	commit_action	character_data		Not yet implemented	9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	is_insertable_into	character_data		YES if the table is insertable into, NO if not (Base tables are always insertable into, views not necessarily.)	8.2,8.3,8.4
tables	is_insertable_into	yes_or_no		YES if the table is insertable into, NO if not (Base tables are always insertable into, views not necessarily.)	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	is_typed	character_data		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4
tables	is_typed	yes_or_no		YES if the table is a typed table, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	reference_generation	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	self_referencing_column_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	table_catalog	sql_identifier		Name of the database that contains the table (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	table_name	sql_identifier		Name of the table	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	table_schema	sql_identifier		Name of the schema that contains the table	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	table_type	character_data		Type of the table: BASE TABLE for a persistent base table (the normal table type), VIEW for a view, FOREIGN for a foreign table, or LOCAL TEMPORARY for a temporary table	11,12,13
tables	table_type	character_data		Type of the table: BASE TABLE for a persistent base table (the normal table type), VIEW for a view, FOREIGN TABLE for a foreign table, or LOCAL TEMPORARY for a temporary table	9.1,9.2,9.3,9.4,9.5,9.6,10
tables	table_type	character_data		Type of the table: BASE TABLE for a persistent base table (the normal table type), VIEW for a view, or LOCAL TEMPORARY for a temporary table	7.4,8.0,8.1,8.2,8.3,8.4,9.0
tables	user_defined_type_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
tables	user_defined_type_catalog	sql_identifier		If the table is a typed table, the name of the database that contains the underlying data type (always the current database), else null	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	user_defined_type_name	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
tables	user_defined_type_name	sql_identifier		If the table is a typed table, the name of the underlying data type, else null	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
tables	user_defined_type_schema	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
tables	user_defined_type_schema	sql_identifier		If the table is a typed table, the name of the schema that contains the underlying data type, else null	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
transforms	group_name	sql_identifier		The SQL standard allows defining transforms in "groups", and selecting a group at run time. PostgreSQL does not support this. Instead, transforms are specific to a language. As a compromise, this field contains the language the transform is for	9.5,9.6,10,11,12,13
transforms	specific_catalog	sql_identifier		Name of the database containing the function (always the current database)	9.5,9.6,10,11,12,13
transforms	specific_name	sql_identifier		The "specific name" of the function. See Section 34.40 for more information	9.5
transforms	specific_name	sql_identifier		The "specific name" of the function. See Section 35.40 for more information	9.6
transforms	specific_name	sql_identifier		The "specific name" of the function. See Section 36.40 for more information	10
transforms	specific_name	sql_identifier		The "specific name" of the function. See Section 36.41 for more information	12,13
transforms	specific_name	sql_identifier		The "specific name" of the function. See Section 37.40 for more information	11
transforms	specific_schema	sql_identifier		Name of the schema containing the function	9.5,9.6,10,11,12,13
transforms	transform_type	character_data		FROM SQL or TO SQL	9.5,9.6,10,11,12,13
transforms	udt_catalog	sql_identifier		Name of the database that contains the type the transform is for (always the current database)	9.5,9.6,10,11,12,13
transforms	udt_name	sql_identifier		Name of the type the transform is for	9.5,9.6,10,11,12,13
transforms	udt_schema	sql_identifier		Name of the schema that contains the type the transform is for	9.5,9.6,10,11,12,13
triggered_update-columns	event_object_catalog	sql_identifier		Name of the database that contains the table that the trigger is defined on (always the current database)	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggered_update-columns	event_object_column	sql_identifier		Name of the column that the trigger is defined on	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggered_update-columns	event_object_schema	sql_identifier		Name of the schema that contains the table that the trigger is defined on	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggered_update-columns	event_object_table	sql_identifier		Name of the table that the trigger is defined on	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggered_update-columns	trigger_catalog	sql_identifier		Name of the database that contains the trigger (always the current database)	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggered_update-columns	trigger_name	sql_identifier		Name of the trigger	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggered_update-columns	trigger_schema	sql_identifier		Name of the schema that contains the trigger	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	action_condition	character_data		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4
triggers	action_condition	character_data		WHEN condition of the trigger, null if none (also null if the table is not owned by a currently enabled role)	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	action_order	cardinal_number		Firing order among triggers on the same table having the same event_manipulation, action_timing, and action_orientation. In PostgreSQL, triggers are fired in name order, so this column reflects that	11,12,13
triggers	action_order	cardinal_number		Not yet implemented	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10
triggers	action_orientation	character_data		Identifies whether the trigger fires once for each processed row or once for each statement (ROW or STATEMENT)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	action_reference_new_row	sql_identifier		Applies to a feature not available in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	action_reference_new_table	sql_identifier		Applies to a feature not available in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10
triggers	action_reference_new_table	sql_identifier		Name of the "new" transition table, or null if none	11,12,13
triggers	action_reference_old_row	sql_identifier		Applies to a feature not available in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	action_reference_old_table	sql_identifier		Applies to a feature not available in PostgreSQL	9.1,9.2,9.3,9.4,9.5,9.6,10
triggers	action_reference_old_table	sql_identifier		Name of the "old" transition table, or null if none	11,12,13
triggers	action_statement	character_data		Statement that is executed by the trigger (currently always EXECUTE FUNCTION function(...))	11,12,13
triggers	action_statement	character_data		Statement that is executed by the trigger (currently always EXECUTE PROCEDURE function(...))	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10
triggers	action_timing	character_data		Time at which the trigger fires (BEFORE, AFTER, or INSTEAD OF)	9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	condition_reference_new_row	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0
triggers	condition_reference_new_table	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0
triggers	condition_reference_old_row	sql_identifier		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0
triggers	condition_reference_old_table	sql_identifier		Applies to a feature not available in PostgreSQL	7.4,8.0,8.1,8.2,8.3,8.4,9.0
triggers	condition_timing	character_data		Time at which the trigger fires (BEFORE or AFTER)	7.4,8.0,8.1,8.2,8.3,8.4,9.0
triggers	created	time_stamp		Applies to a feature not available in PostgreSQL	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	event_manipulation	character_data		Event that fires the trigger (INSERT, UPDATE, or DELETE)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	event_object_catalog	sql_identifier		Name of the database that contains the table that the trigger is defined on (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	event_object_schema	sql_identifier		Name of the schema that contains the table that the trigger is defined on	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	event_object_table	sql_identifier		Name of the table that the trigger is defined on	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	trigger_catalog	sql_identifier		Name of the database that contains the trigger (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	trigger_name	sql_identifier		Name of the trigger	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
triggers	trigger_schema	sql_identifier		Name of the schema that contains the trigger	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
udt_privileges	grantee	sql_identifier		Name of the role that the privilege was granted to	9.2,9.3,9.4,9.5,9.6,10,11,12,13
udt_privileges	grantor	sql_identifier		Name of the role that granted the privilege	9.2,9.3,9.4,9.5,9.6,10,11,12,13
udt_privileges	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.2,9.3,9.4,9.5,9.6,10,11,12,13
udt_privileges	privilege_type	character_data		Always TYPE USAGE	9.2,9.3,9.4,9.5,9.6,10,11,12,13
udt_privileges	udt_catalog	sql_identifier		Name of the database containing the type (always the current database)	9.2,9.3,9.4,9.5,9.6,10,11,12,13
udt_privileges	udt_name	sql_identifier		Name of the type	9.2,9.3,9.4,9.5,9.6,10,11,12,13
udt_privileges	udt_schema	sql_identifier		Name of the schema containing the type	9.2,9.3,9.4,9.5,9.6,10,11,12,13
usage_privileges	grantee	sql_identifier		Currently always PUBLIC	7.4,8.0,8.1,8.2,8.3
usage_privileges	grantee	sql_identifier		Name of the role that the privilege was granted to	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
usage_privileges	grantor	sql_identifier		Currently set to the name of the owner of the object	7.4,8.0,8.1,8.2,8.3
usage_privileges	grantor	sql_identifier		Name of the role that granted the privilege	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
usage_privileges	is_grantable	character_data		Currently always NO	7.4,8.0,8.1,8.2,8.3
usage_privileges	is_grantable	character_data		YES if the privilege is grantable, NO if not	8.4
usage_privileges	is_grantable	yes_or_no		YES if the privilege is grantable, NO if not	9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
usage_privileges	object_catalog	sql_identifier		Name of the database containing the object (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
usage_privileges	object_name	sql_identifier		Name of the object	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
usage_privileges	object_schema	sql_identifier		Name of the schema containing the object	7.4,8.0,8.1,8.2,8.3
usage_privileges	object_schema	sql_identifier		Name of the schema containing the object, if applicable, else an empty string	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
usage_privileges	object_type	character_data		COLLATION or DOMAIN or FOREIGN DATA WRAPPER or FOREIGN SERVER	9.1
usage_privileges	object_type	character_data		COLLATION or DOMAIN or FOREIGN DATA WRAPPER or FOREIGN SERVER or SEQUENCE	9.2,9.3,9.4,9.5,9.6,10,11,12,13
usage_privileges	object_type	character_data		Currently always DOMAIN	7.4,8.0,8.1,8.2,8.3
usage_privileges	object_type	character_data		DOMAIN or FOREIGN DATA WRAPPER or FOREIGN SERVER	8.4,9.0
usage_privileges	privilege_type	character_data		Always USAGE	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	character_maximum_length	cardinal_number		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	character_octet_length	cardinal_number		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	character_set_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	character_set_name	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	character_set_schema	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	collation_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	collation_name	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	collation_schema	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	data_type	character_data		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	datetime_precision	cardinal_number		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	interval_precision	cardinal_number		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	interval_type	character_data		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	is_final	yes_or_no		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	is_instantiable	yes_or_no		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	numeric_precision	cardinal_number		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	numeric_precision_radix	cardinal_number		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	numeric_scale	cardinal_number		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	ordering_category	character_data		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	ordering_form	character_data		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	ordering_routine_catalog	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	ordering_routine_name	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	ordering_routine_schema	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	ref_dtd_identifier	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	reference_type	character_data		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	source_dtd_identifier	sql_identifier		Applies to a feature not available in PostgreSQL	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	user_defined_type_catalog	sql_identifier		Name of the database that contains the type (always the current database)	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	user_defined_type_category	character_data		Currently always STRUCTURED	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	user_defined_type_name	sql_identifier		Name of the type	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_defined-types	user_defined_type_schema	sql_identifier		Name of the schema that contains the type	9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_mapping-options	authorization_identifier	sql_identifier		Name of the user being mapped, or PUBLIC if the mapping is public	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_mapping-options	foreign_server_catalog	sql_identifier		Name of the database that the foreign server used by this mapping is defined in (always the current database)	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_mapping-options	foreign_server_name	sql_identifier		Name of the foreign server used by this mapping	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_mapping-options	option_name	sql_identifier		Name of an option	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_mapping-options	option_value	character_data		Value of the option. This column will show as null unless the current user is the user being mapped, or the mapping is for PUBLIC and the current user is the server owner, or the current user is a superuser. The intent is to protect password information stored as user mapping option	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_mappings	authorization_identifier	sql_identifier		Name of the user being mapped, or PUBLIC if the mapping is public	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_mappings	foreign_server_catalog	sql_identifier		Name of the database that the foreign server used by this mapping is defined in (always the current database)	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
user_mappings	foreign_server_name	sql_identifier		Name of the foreign server used by this mapping	8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_column-usage	column_name	sql_identifier		Name of the column that is used by the view	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_column-usage	table_catalog	sql_identifier		Name of the database that contains the table that contains the column that is used by the view (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_column-usage	table_name	sql_identifier		Name of the table that contains the column that is used by the view	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_column-usage	table_schema	sql_identifier		Name of the schema that contains the table that contains the column that is used by the view	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_column-usage	view_catalog	sql_identifier		Name of the database that contains the view (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_column-usage	view_name	sql_identifier		Name of the view	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_column-usage	view_schema	sql_identifier		Name of the schema that contains the view	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_routine-usage	specific_catalog	sql_identifier		Name of the database containing the function (always the current database)	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 32.29 for more information	8.2
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 33.29 for more information	8.3
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 33.33 for more information	8.4
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 34.33 for more information	9.0
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 34.38 for more information	9.1
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 34.40 for more information	9.2,9.3,9.4,9.5
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 35.40 for more information	9.6
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 36.40 for more information	10
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 36.41 for more information	12,13
view_routine-usage	specific_name	sql_identifier		The "specific name" of the function. See Section 37.40 for more information	11
view_routine-usage	specific_schema	sql_identifier		Name of the schema containing the function	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_routine-usage	table_catalog	sql_identifier		Name of the database containing the view (always the current database)	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_routine-usage	table_name	sql_identifier		Name of the view	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_routine-usage	table_schema	sql_identifier		Name of the schema containing the view	8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_table-usage	table_catalog	sql_identifier		Name of the database that contains the table that is used by the view (always the current database)	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
view_table-usage	table_name	sql_identifier		Name of the table that is used by the view	7.4,8.0,8.1,8.2,8.3,8.4,9.0,9.1,9.2,9.3,9.4,9.5,9.6,10,11,12,13
